BW,BK,J,AP,BB,X,AO,BR,BY,AI
-0.061344272,-0.083412895,-0.032955672,-0.054801854,-0.031468148,0.006466999,-0.003507343,-0.013682035,-0.004068615,-0.00086817
-0.07050966,-0.082797015,-0.035528914,0.015072241,-0.033106511,0.006247765,-0.005011922,-0.009444984,-0.005712095,0.006099103
0.069995608,0.089528554,0.021922615,-0.050627076,-0.000428742,0.012182375,-0.002373697,0.051819158,0.020657097,-0.000252117
0.02244413,0.00221709,0.017803817,0.017035516,-0.054943623,0.005305701,-0.003481952,-0.022719686,-0.004917884,0.001259229
-0.05520982,-0.062797703,-0.003850591,-0.02669237,-0.028550671,-0.032283551,-0.002688795,-0.011265237,-0.005497516,-0.00078513
-0.063570298,-0.083090652,-0.02602476,0.020297741,-0.055559176,0.009749416,0.005563907,-0.008446432,-0.005902243,0.00166283
-0.058378915,-0.062635328,-0.032449209,0.016824833,-0.032780893,-0.031583904,-0.004277803,-0.014015822,-0.007047707,-0.001715116
0.033611436,0.041523058,-0.020627497,0.026547321,0.042770931,0.006061522,-0.003498901,0.019985874,-0.002345484,0.002749347
0.031567526,0.03367385,0.042951836,0.015986761,0.014503872,0.010288856,0.003710109,0.032858928,-0.002543369,0.001747739
-0.071289417,0.029908306,-0.017578092,-0.076114318,-0.007467301,-0.00971487,-0.004248599,0.004224783,0.012085398,-0.001596963
0.053650499,0.051635032,0.050513192,0.020655197,0.027904751,0.011968548,-0.001486513,0.046212115,-0.001968479,0.001661308
0.041639982,0.040395203,-0.015480725,0.024217947,-0.008293856,0.010149083,-0.000896118,0.030933743,0.007936245,-0.003250373
0.024149766,0.054808194,0.076624878,0.025931882,-0.002559269,0.015548398,-0.001453192,-0.005578357,-0.003326108,0.003638932
0.027239567,0.034542933,0.00143477,0.008634347,-0.000955551,0.005296484,-0.005421415,-0.019877135,-0.007302465,5.84E-05
-0.019804439,0.023393388,0.010794133,0.019008461,0.056629786,0.007735674,-0.001366266,0.022811973,-0.001051883,0.005100738
0.041121147,0.043645621,0.074644707,0.020427415,0.064615433,0.009833148,0.005639004,-0.003710285,0.020411016,0.002926766
0.035382962,0.04759681,0.078415746,0.028407633,-0.030901834,0.013311864,-0.001759771,-0.001281449,0.0221322,0.002632499
0.028709409,0.030952924,-0.003126928,0.017924006,0.019763104,0.006085801,0.006698871,-0.00753441,-0.002765388,-0.002411139
-0.093515384,-0.073593267,-0.037282092,0.009625014,0.02929563,0.003014351,-0.003906439,0.029214073,-0.004505097,-0.000496937
0.050676976,0.056973875,-0.02282022,-0.0557387,0.082573234,0.018995,-0.002550614,-0.006675988,0.075535535,0.00388148
0.014969267,0.050108369,-0.011822767,0.021414182,0.049504032,0.010618089,-0.000299557,-0.00207928,-0.003582428,0.003722339
0.049717609,0.05046589,0.022149737,-0.020648577,0.019004873,0.014894794,0.001807931,-0.011721329,-0.003704975,0.003828081
0.022882221,0.031838715,-0.03424347,0.005752499,-0.018703641,0.000150922,-0.004643445,-0.014810676,-0.006783506,-0.011675408
-0.079274699,-0.075805088,-0.038387886,0.017057385,-0.034089759,-0.028396754,-0.005133813,-0.009961591,-0.005730786,-0.00101661
0.018737772,0.034244243,-0.022998115,0.033655713,0.022098975,0.006318529,-0.002837872,-0.003108935,-0.002951901,0.001764812
0.020823546,0.071745225,-0.011975543,0.031577873,-0.006615432,-0.011742311,-0.000872941,0.044859311,-0.003495242,0.004948863
-0.041437015,-0.020270857,-0.034882029,-0.050135588,-0.040284797,0.002034087,-0.003310638,-0.024247054,-0.00538321,-0.000159821
-0.016695749,0.01048606,0.016394798,0.005083967,-0.038197086,0.004535107,-0.003886731,0.009794282,0.022464669,0.000998223
0.044936425,0.056897172,0.059593057,-0.028099754,0.038521113,0.015297252,-0.001939362,0.046116105,0.032248838,0.002429454
0.03748748,0.035986105,-0.042687409,0.007049639,-0.004059484,0.002513079,-0.006526216,0.029107091,-0.008083125,0.001361616
0.038619193,0.044393467,-0.016295703,-0.002992874,0.017768708,0.012086567,0.008782885,-0.01002677,-0.003004921,0.003542923
-0.042611284,-0.054142094,-0.019301337,0.026712741,0.026297009,0.010914998,-0.002339497,0.054485753,-0.002158617,0.000898916
0.042040674,0.049008332,-0.019367486,0.02644246,0.026628058,0.008190748,0.011450189,-0.007470023,-0.003963505,0.002101783
-0.021088377,-0.052016657,-0.0206826,0.047068445,-0.011943396,0.017495783,-0.00614274,-0.00692693,-0.003612891,0.003425242
-0.100509834,-0.102514082,-0.03919444,0.009874641,0.042173009,0.002575897,-0.005419216,-0.012814502,-0.004824744,0.000980698
0.031402503,0.029325932,-0.001444854,0.012704138,0.02843365,0.005657682,-0.000976701,-0.021337568,-0.008091402,-0.001698001
0.032284313,0.027518299,0.074917481,-0.005294425,-0.009022307,0.010913245,-0.002688519,0.058317072,0.016683768,0.002624842
-0.014680306,-0.031247372,0.044374996,0.034438276,-0.009897671,0.013124401,-0.000975579,0.019595274,-0.002047078,0.002952905
-0.041529579,-0.084172895,-0.033832266,-0.068525761,0.022987424,0.005222667,-0.004557936,-0.008530151,-0.005021871,-0.000475887
-0.056239352,-0.064435432,-0.024438799,-0.028749148,-0.035342131,-0.031747475,-0.003471429,-0.009482504,-0.006068696,0.000470211
0.028143736,0.030149889,-0.005582049,0.023005881,0.029191314,0.008654612,0.002175473,0.009596823,-0.001593666,-0.000241772
0.036099754,0.023911372,-0.020291558,-0.03498729,-0.005367515,-0.064387106,0.00159544,-0.014872662,-0.003494202,-0.012823156
0.047985163,0.072936974,0.029051528,-0.011019682,0.017375261,-0.022023669,0.00993548,-0.012925081,0.009445439,0.003025477
0.062613074,-0.01450042,-0.021957919,0.044884863,-0.030958135,0.014619294,0.037749164,-0.010438608,-0.002122988,0.005184351
0.04965677,0.06911137,0.047485833,0.025626914,-0.014023806,0.01128761,0.024665782,-0.012629179,-0.003758597,-0.002871358
0.039322293,0.03772177,0.035437495,0.011217362,0.004791153,0.007433517,-0.006589754,-0.020787802,-0.009411749,0.002993616
-0.034955288,-0.041013039,-0.021311323,0.016310759,0.084370506,-0.002010847,0.03138534,-0.006312131,-0.004224652,0.006059025
-0.002049038,-0.048337745,-0.015638943,0.035570712,0.075672469,0.021725842,-0.002884126,-0.003763189,-0.003136284,0.002597973
0.011205603,0.035928519,-0.027491431,-0.098992739,0.029757237,0.00202242,-0.003511847,-0.01695118,0.004586891,0.001997256
0.019020189,0.056477695,-0.005104204,0.026760495,0.032426496,0.009173605,0.011443713,0.043972474,0.007228338,0.002462562
0.058002468,0.04314315,-0.018096365,0.0179571,-0.00119097,0.013001158,-0.00161364,-0.009110807,-0.003435284,0.003871497
0.042971576,0.057462916,0.030206718,0.020251651,0.014680156,0.014992131,-0.001822421,-0.006535518,-0.001851476,0.002956134
0.033685547,-0.025760814,0.068415886,0.016894389,-0.015731728,0.007295719,-0.001475556,-0.007623164,0.001562452,0.00122866
0.051465361,0.051987091,-0.029062387,0.029252402,0.0635626,0.013480002,-0.001589999,-0.00942769,-0.004028581,0.005593408
-0.045974971,0.026180595,-0.044708964,-0.104874231,0.035952906,0.005158697,-0.000726413,-0.017331347,-0.003517853,-0.003074227
-0.003996751,0.045157211,-0.017640659,-0.046518021,0.053881499,0.008204437,0.018886902,-0.008953796,-0.002253676,0.002157163
-0.093615651,-0.109067221,0.00901145,0.016572997,-0.021356847,0.005078727,-0.004636176,-0.009438906,-0.004396115,0.0003789
-0.051052129,-0.083489879,-0.027868711,-0.058025077,-0.030617179,0.002527787,-0.003647815,0.036608135,-0.004941992,-0.000550586
-0.005054425,0.023539548,-0.046398258,-0.061074454,-0.006909984,0.009624664,0.000189788,-0.030061294,-0.010944288,-0.014282888
-0.021707218,-0.039079039,-0.021158856,0.034548411,0.066943314,0.019216295,-0.003546431,-0.006723514,0.027287615,0.01133045
-0.073085919,-0.077161389,-0.035650644,0.004456819,0.044736562,-0.003741822,-0.005540115,-0.007819651,-0.00860281,-0.000958332
0.028073022,0.018367601,-0.047965516,0.011728094,-0.039064127,-0.023924143,0.012858224,-0.016417129,-0.006604481,-0.006733631
-0.082038925,-0.005078012,0.071423362,-0.054519792,-0.029195063,-0.037904972,-0.003386465,-0.014497085,-0.007541315,-0.001381985
-0.06108257,-0.07211593,0.008275407,-0.046596214,-0.036106651,-0.040054717,0.000609627,-0.010725235,-0.006655643,-0.000476366
0.047453016,0.047660236,0.025489176,0.020002204,0.017188959,0.013005746,-0.001956113,-0.004819043,0.037118589,-0.001249249
0.034296445,0.029484105,-0.009939216,0.028605844,-0.016987706,-0.022454717,0.001194207,-0.008796088,0.007329663,0.002714989
-0.061327018,-0.067042114,-0.03199949,0.014694654,-0.034201865,-0.028350476,-0.00394634,-0.010242584,-0.006123589,-0.000800899
-0.059822039,-0.063376852,-0.024344738,-0.046540461,-0.03181801,-0.02519124,-0.004360585,-0.008463219,-0.003525184,-0.000830258
-0.078668538,-0.068500178,-0.003457199,-0.039372125,0.025192917,0.000449416,-0.003752482,-0.007245888,0.003026831,-0.001216994
-0.035928816,-0.006796708,0.066239673,0.022861692,-0.01010572,-0.018191401,0.0109116,0.017637839,0.003224715,-9.97E-06
0.018351481,0.035598207,-0.015236816,0.026513448,0.045306378,0.008052757,0.009491657,-0.005374181,-0.001663769,0.001572205
-0.068234831,-0.083329284,-0.023483598,-0.050635314,-0.032711653,-0.030220528,-0.000995673,-0.000908645,-0.005631643,-0.00232
-0.070352288,-0.085039771,-0.037219097,-0.07794565,-0.0355941,0.006253698,0.024715196,-0.010339764,-0.006067823,2.29E-05
0.025896637,0.060939107,-0.02165995,-0.005052031,0.017713141,0.01164561,0.007836327,-0.008039145,0.027072066,0.000488591
0.037627011,0.04411981,0.062209439,0.023804575,0.048694676,0.010414637,-0.001741177,0.025137552,0.017070566,0.003302392
-0.001308337,-0.051918769,0.054225543,0.026744271,0.026666224,0.01005254,-0.002030307,0.035849588,0.016161178,0.001126069
0.048837026,0.055627618,-0.029895086,0.022071238,0.036475744,0.010513322,-0.002665549,-0.007084494,-0.00389974,-0.008821047
0.033236302,0.035082816,-0.05941546,0.009971891,0.039275432,0.006298469,-0.007133027,-0.022528239,-0.00683299,-0.016217444
-0.054443312,0.032997735,-0.046563608,-0.067072217,-0.050258979,-0.017705788,-0.000215041,-0.023756611,-0.007346125,-0.006828952
0.048385851,0.049480781,-0.013864405,0.02412151,-0.030065626,0.01109316,0.00946376,-0.012482881,-0.004110985,0.001105745
-0.008357502,-0.09005106,-0.032840453,0.004899817,-0.037273085,-0.015982359,-0.00503792,0.03130801,0.020210575,-0.00283388
-0.05113088,-0.057705879,0.062537776,0.031004967,-0.011472941,-0.00598917,-0.003638372,-0.005799655,-0.002822141,0.002316112
0.041806475,0.053601741,0.076522544,-0.031483345,-0.000213526,0.012129091,-0.002750152,-0.010980245,-0.003138088,0.002729525
-0.00185155,0.036661876,-0.00215375,0.011624751,-0.040730407,0.003508121,-0.005532588,-0.000562698,-0.006500718,-0.003327626
0.050011852,0.060821541,0.118276495,0.015621537,0.025521281,0.017422928,-0.002604147,-0.007141788,0.003216123,0.001190622
-0.074980835,-0.084904176,-0.042416516,0.011510946,0.012491971,0.002584921,0.013444618,-0.009138137,-0.006410672,0.000511923
-0.080262579,-0.081427651,-0.021130031,0.000766269,-0.040640241,0.003489135,-0.005529091,-0.011293665,-0.004708999,-0.000138692
-0.058894738,-0.068853366,-0.029294991,0.011700309,-0.02811248,-0.036730516,-0.003972628,-0.010129918,0.004243048,0.000179352
0.050037237,-0.075337349,-0.029825908,-0.049685957,0.028105525,-0.038078497,-0.00439715,-0.015703274,-0.005486947,-0.003916498
-0.065034794,-0.075382308,-0.028555003,-0.030852363,0.023069268,0.004499422,-0.002523453,0.024282036,-0.006380501,0.000954745
-0.041271925,-0.090982379,0.044864099,-0.045807255,-0.03111895,-0.043522449,-0.002542541,-0.012815852,-0.006041521,-0.002448224
-0.080526582,-0.083539026,-0.032954493,0.013755163,-0.030070708,-0.026968708,-0.004281108,0.020064251,-0.003947653,0.000640835
0.022852478,0.015058522,0.021360472,0.011272988,0.004351031,0.007077942,-0.002826733,-0.020153286,-0.004786684,0.001077527
0.032860602,0.024439385,0.016458635,0.003414377,-0.012795422,0.004736255,-0.003018027,-0.018201705,-0.005696076,-0.001009811
0.016186496,-0.09086646,-0.042464265,0.029658256,-0.05059753,0.005175806,-0.008181615,-0.011668317,-0.005512643,0.003218301
